Table 1
SKU,Product Name,MSRP,Dealer Prices,MAP/MRP,Brand,Mfg,Description,URL,Image 1 URL,Image 2 URL,Image 3 URL,Image 4 URL,Case Pack,Shipping Weight,Shipping Height,Shipping Width,Shipping Depth,Category,Free Shipping,UPC,Warehouse Zipcode,Average # of Days to Ship,,,
DRS,Pet Door Shield Scratch Protection,29.95,19.80,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>Tough, crystal clear plastic</DIV></LI> <LI> <DIV>Designed to fit standard sized doors</DIV></LI> <LI> <DIV>33"" x 35""</DIV></LI></UL> <DIV>Is your dog scratching up your beautiful doors? Prevent pet scratches by using the Door Shield.</DIV> <P>Made from tough, crystal clear plastic, this product is designed to fit standard sized doors, but can be cut for smaller doors. Adheres to the door using high strength adhesive. For larger dogs consider using two Door Shields to increase height. Size is 33"" x 35"".</P>",https://www.essentialpetproducts.com/Pet-Door-Shield-Scratch-Protection_p_1196.html,http://www.essentialpetproducts.com/assets/images/drs-door-shield.jpg,http://www.essentialpetproducts.com/assets/images/DRS-door-shield4.jpg,,,1,3.00,36.00,4.00,4.00,Pet Gates,,635035444514,30265,2,,,
DS15,Deck Shield - 15 Foot Roll,39.95,24.40,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>15 Feet Long</DIV> <LI> <DIV>36"" High</DIV> <LI> <DIV>Easy to install - everything included</DIV></LI></UL> <DIV>The Deck Shield Outdoor Safety Netting keeps children and pets safe from openings in decks and balconies. Size is 36"" height. Easy to install, all necessary hardware included. Available in Black.</DIV> <P>NOTE: Please check your netting regularly to ensure product performance. There is NO substitute for adult supervision of a child.</P>",https://www.essentialpetproducts.com/Deck-Shield--15-Foot-Roll_p_1197.html,http://www.essentialpetproducts.com/assets/images/ds15-deck-shield.jpg,http://www.essentialpetproducts.com/assets/images/DS15-deck-shield-closeup.jpg,,,1,3.00,39.00,5.00,5.00,Pet Gates,,635035444446,30265,2,,,
DS30,Deck Shield - 30 Foot Roll,59.95,46.25,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>30 Feet Long</DIV> <LI> <DIV>36"" High</DIV> <LI> <DIV>Easy to install - everything included</DIV></LI></UL> <DIV>The Deck Shield Outdoor Safety Netting keeps children and pets safe from openings in decks and balconies. Size is 36"" height. Easy to install, all necessary hardware included. Available in Black.</DIV> <P>NOTE: Please check your netting regularly to ensure product performance. There is NO substitute for adult supervision of a child.</P>",https://www.essentialpetproducts.com/Deck-Shield--30-Foot-Roll_p_1198.html,http://www.essentialpetproducts.com/assets/images/ds15-deck-shield.jpg,http://www.essentialpetproducts.com/assets/images/DS15-deck-shield-closeup.jpg,,,1,4.00,39.00,5.00,5.00,Pet Gates,,635035444477,30265,2,,,
KS15,Banister Shield Protector - 15 Feet,59.95,34.75,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>33"" High</DIV> <LI> <DIV>5, 15 or 30 foot lengths</DIV> <LI> <DIV>Durable, shatterproof crystal clear plastic </DIV></LI></UL> <DIV>The Banister Shield banister protection (for indoor use only) will keep children and pets safe from openings in banisters and balconies. A durable, shatterproof crystal clear plastic roll is 33 inches in height. All necessary hardware included for easy installation. Available in 5, 15 and 30 foot rolls.</DIV>",https://www.essentialpetproducts.com/Banister-Shield-Protector--15-Ft_p_3694.html,http://www.essentialpetproducts.com/assets/images/ks5-banister-shield.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield2.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield3.jpg,,1,11.00,38.00,7.00,7.00,Pet Gates,,635035434423,30265,2,,,
KS30,Banister Shield Protector - 30 Feet,89.95,57.75,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>33"" High</DIV> <LI> <DIV>5, 15 or 30 foot lengths</DIV> <LI> <DIV>Durable, shatterproof crystal clear plastic </DIV></LI></UL> <DIV>The Banister Shield banister protection (for indoor use only) will keep children and pets safe from openings in banisters and balconies. A durable, shatterproof crystal clear plastic roll is 33 inches in height. All necessary hardware included for easy installation. Available in 5, 15 and 30 foot rolls.</DIV>",https://www.essentialpetproducts.com/Banister-Shield-Protector--30-Ft_p_3695.html,http://www.essentialpetproducts.com/assets/images/ks5-banister-shield.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield2.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield3.jpg,,1,15.00,38.00,7.00,7.00,Pet Gates,,N/A,30265,2,,,
KS5,Banister Shield Protector - 5 Feet,29.95,23.25,,Cardinal,Cardinal,"<DIV><STRONG>Features:</STRONG></DIV> <UL> <LI> <DIV>33"" High</DIV> <LI> <DIV>5, 15 or 30 foot lengths</DIV> <LI> <DIV>Durable, shatterproof crystal clear plastic </DIV></LI></UL> <DIV>The Banister Shield banister protection (for indoor use only) will keep children and pets safe from openings in banisters and balconies. A durable, shatterproof crystal clear plastic roll is 33 inches in height. All necessary hardware included for easy installation. Available in 5, 15 and 30 foot rolls.</DIV>",https://www.essentialpetproducts.com/Banister-Shield-Protector--5-Ft_p_1179.html,http://www.essentialpetproducts.com/assets/images/ks5-banister-shield.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield2.jpg,http://www.essentialpetproducts.com/assets/images/KS5-banister-shield3.jpg,,1,11.00,38.00,7.00,7.00,Pet Gates,,635035434416,30265,2,,,
MG-15/B,Auto Lock Pet Gate - Black,99.95,73.85,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI> <DIV>30"" High</DIV> <LI> <DIV>Width is adjustable from 26 1/2"" to 40 1/2""</DIV> <LI>Bar Spacing 2 1/2"" </LI> <LI>Patented Auto-Lock latch allows rapid pass-through in either direction  <LI>Quick, simple installation  <LI>Powder-coated finish provides long lasting, easy-to clean surface  <LI>Light, aluminum construction - rustproof  <LI>All metal construction - no plastic parts  <LI>Wall mounted gate  <LI>Colors available: White and Black  <LI>Pet Gate Extensions  <UL> <LI>10 1/2;inch;is available for openings 40 1/2"" to 50 1/2""  <LI>21;3/4"" inch is available for openings 40 1/2"" to 61 1/2""</LI></UL></LI></UL> <DIV>The Auto-Lock Pet Gate;is;a great gate for high traffic areas. This dog gate features a patented latch that allows rapid pass-through in either direction.</DIV> <P>Simply pull and twist the latch to open and to close, just swing the gate shut. This pet gate has quick and simple installation. The Auto-Lock Pet Gate is constructed of aluminum, which is lighter weight than steel and rustproof. The powder-coated finish provides a long lasting easy-to-clean surface and is available in White and Black.</P>",https://www.essentialpetproducts.com/Auto-Lock-Pet-Gate--Black_p_5455.html,http://www.essentialpetproducts.com/assets/images/mg-15-auto-lock-pet-gate-black.jpg,http://www.essentialpetproducts.com/assets/images/mg-15-auto-lock-pet-gate-white.jpg,,,1,12.00,29.00,23.00,3.00,Pet Gates,,635035015011,30265,2,,,
MG-15/W,Auto Lock Pet Gate - White,99.95,73.85,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI> <DIV>30"" High</DIV> <LI> <DIV>Width is adjustable from 26 1/2"" to 40 1/2""</DIV> <LI>Bar Spacing 2 1/2"" </LI> <LI>Patented Auto-Lock latch allows rapid pass-through in either direction  <LI>Quick, simple installation  <LI>Powder-coated finish provides long lasting, easy-to clean surface  <LI>Light, aluminum construction - rustproof  <LI>All metal construction - no plastic parts  <LI>Wall mounted gate  <LI>Colors available: White and Black  <LI>Pet Gate Extensions  <UL> <LI>10 1/2;inch;is available for openings 40 1/2"" to 50 1/2""  <LI>21;3/4"" inch is available for openings 40 1/2"" to 61 1/2""</LI></UL></LI></UL> <DIV>The Auto-Lock Pet Gate;is;a great gate for high traffic areas. This dog gate features a patented latch that allows rapid pass-through in either direction.</DIV> <P>Simply pull and twist the latch to open and to close, just swing the gate shut. This pet gate has quick and simple installation. The Auto-Lock Pet Gate is constructed of aluminum, which is lighter weight than steel and rustproof. The powder-coated finish provides a long lasting easy-to-clean surface and is available in White and Black.</P>",https://www.essentialpetproducts.com/Auto-Lock-Pet-Gate--White_p_5456.html,http://www.essentialpetproducts.com/assets/images/mg-15-auto-lock-pet-gate-black.jpg,,,,1,12.00,29.00,23.00,3.00,Pet Gates,,635035015004,30265,2,,,
MG-25/T,Duragate Pet Gate - Taupe,69.95,55.45,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI>Height 29 1/2""</LI> <LI>Width is adjustable from 26 1/2"" to 41 1/2""</LI> <LI>Bar Spacing 2 1/2""</LI> <LI> <DIV>Pet Gate Extensions Available </DIV></LI> <UL> <LI> <DIV>12” Pet Gate Side Extension for openings 41 1/2"" to 54""</DIV></LI> <LI>8” Pet Gate Top Extension to increase height of gate</LI></UL></UL> <DIV>The Duragate Pet Gate features a simple mounting system and very easy to assemble and can be installed at any angle.</DIV> <P>This pet gate also features all steel construction with a powder coated finish. A perfect gate for large dogs or ""jumpers"" because you can add top extensions to increase the height of the gate by 8"" to up to 16"" (we recommend using no more than 2 top extensions.) The Duragate is available in White and Taupe.</P>",https://www.essentialpetproducts.com/Duragate-Pet-Gate--Taupe_p_5457.html,http://www.essentialpetproducts.com/assets/images/mg-25-duragate-dog-gate.jpg,,,,1,15.00,29.00,26.00,3.00,Pet Gates,,635035000253,30265,2,,,
MG-25/W,Duragate Pet Gate - White,69.95,55.45,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI>Height 29 1/2""</LI> <LI>Width is adjustable from 26 1/2"" to 41 1/2""</LI> <LI>Bar Spacing 2 1/2""</LI> <LI> <DIV>Pet Gate Extensions Available </DIV></LI> <UL> <LI> <DIV>12” Pet Gate Side Extension for openings 41 1/2"" to 54""</DIV></LI> <LI>8” Pet Gate Top Extension to increase height of gate</LI></UL></UL> <DIV>The Duragate Pet Gate features a simple mounting system and very easy to assemble and can be installed at any angle.</DIV> <P>This pet gate also features all steel construction with a powder coated finish. A perfect gate for large dogs or ""jumpers"" because you can add top extensions to increase the height of the gate by 8"" to up to 16"" (we recommend using no more than 2 top extensions.) The Duragate is available in White and Taupe.</P>",https://www.essentialpetproducts.com/Duragate-Pet-Gate--White_p_5458.html,http://www.essentialpetproducts.com/assets/images/mg-25-duragate-dog-gate.jpg,http://www.essentialpetproducts.com/assets/images/mg-25-pet-gate-outside.jpg,http://www.essentialpetproducts.com/assets/images/mg-25-duragate-pet-gate.jpg,,1,15.00,29.00,26.00,3.00,Pet Gates,,635035025102,30265,2,,,
PFPG,The Perfect Pet Gate,299.95,225.00,240.00,Cardinal,Cardinal,"<p><strong>The Perfect Fit Pet Gate is an Ideal All-in-One Gate/Pen/Play Yard. </strong>Best of all - No Assembly is required it is ready to use right out of the box!</p> <p>The Perfect Pet Gate is completely portable so you can use it where you need to. And this is no ordinary pet gate. You can also use it as a pet pen or play yard. This six panel get offer flexible configuration options and the built in puppy door allows easy access to your pet.</p> <p><strong>Features:</strong></p> <ul> <li>Flexible Configurations: Straight line, L-Shape, Square, Hexagon, etc.</li> <li>Painted wood &amp; steel construction</li> <li>6 panels - Each panel measures 26.25"" W x 26.5"" H x 1"" W</li> <li>Folds for easy storage</li> <li>1"" bar spacing</li> <li>10.5"" wide puppy door opens to 10"" tall. Spring loaded. Door can be left open if desired</li> </ul> <p>THIS GATE IS NOT RECOMMENDED FOR TOP OF STAIRWAY USE OR A CHILD SAFETY GATE.</p>",https://www.essentialpetproducts.com/Cardinal-Gates-The-Perfect-Pet-Gate_p_1978.html,http://www.essentialpetproducts.com/assets/images/pfpg.jpg,,,,1,45.00,33.00,29.00,7.00,Pet Gates,,635035809009,30265,2,,,
SGN,Step Over Pet Gate - Natural,99.95,50.85,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI>20"" High  <LI>Fits openings from 28 inches;to 51 3/4 inches wide  <LI>Gate Extensions available - each extension adds 22 inches, you can extend the gate as far as you wish  <LI> <DIV>Bar spacing is 2 1/4 inches</DIV> <DIV></DIV> <LI>Available in Natural, Oak, White and Walnut  <DIV></DIV></LI></UL> <DIV>The Step Over Pet Gate is a free standing gate designed for small breeds, non jumpers and puppy litters.</DIV> <P>This dog gate is simple to set up and can be operational in minutes. Rubber feet protect floors and add stability while the solid wood construction provides beauty and functionality. The Natural finish is eco-friendly - no dyes, stains or finishes used. Made in the USA.</P>",https://www.essentialpetproducts.com/Step-Over-Pet-Gate--Natural_p_5462.html,http://www.essentialpetproducts.com/assets/images/sgn-step-over-pet-gate.jpg,,,,1,10.00,29.00,22.00,3.00,Pet Gates,,635035000260,30265,2,,,
SGWA,Step Over Pet Gate - Walnut,99.95,50.85,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI>20"" High  <LI>Fits openings from 28 inches;to 51 3/4 inches wide  <LI>Gate Extensions available - each extension adds 22 inches, you can extend the gate as far as you wish  <LI> <DIV>Bar spacing is 2 1/4 inches</DIV> <DIV></DIV> <LI>Available in Natural, Oak, White and Walnut  <DIV></DIV></LI></UL> <DIV>The Step Over Pet Gate is a free standing gate designed for small breeds, non jumpers and puppy litters.</DIV> <P>This dog gate is simple to set up and can be operational in minutes. Rubber feet protect floors and add stability while the solid wood construction provides beauty and functionality. The Natural finish is eco-friendly - no dyes, stains or finishes used. Made in the USA.</P>",https://www.essentialpetproducts.com/Step-Over-Pet-Gate--Walnut_p_5461.html,http://www.essentialpetproducts.com/assets/images/sgn-step-over-pet-gate.jpg,,,,1,10.00,29.00,22.00,3.00,Pet Gates,,635035000338,30265,2,,,
SGWH,Step Over Pet Gate - White,99.95,50.85,,Cardinal,Cardinal,"<P><STRONG>Features:</STRONG></P> <UL> <LI>20"" High  <LI>Fits openings from 28 inches;to 51 3/4 inches wide  <LI>Gate Extensions available - each extension adds 22 inches, you can extend the gate as far as you wish  <LI> <DIV>Bar spacing is 2 1/4 inches</DIV> <DIV></DIV> <LI>Available in Natural, Oak, White and Walnut  <DIV></DIV></LI></UL> <DIV>The Step Over Pet Gate is a free standing gate designed for small breeds, non jumpers and puppy litters.</DIV> <P>This dog gate is simple to set up and can be operational in minutes. Rubber feet protect floors and add stability while the solid wood construction provides beauty and functionality. The Natural finish is eco-friendly - no dyes, stains or finishes used. Made in the USA.</P>",https://www.essentialpetproducts.com/Step-Over-Pet-Gate--White_p_5459.html,http://www.essentialpetproducts.com/assets/images/sgn-step-over-pet-gate.jpg,,,,1,10.00,29.00,22.00,3.00,Pet Gates,,635035000352,30265,2,,,
SGX-N,Step Over Pet Gate Extension - Natural,49.95,31.30,,Cardinal,Cardinal,This extension adds 22 1/4 inches of width to the Step Over Pet Gate. You can keep adding one extension after another to create a very long gate in order to block off large spaces. Each extension comes with one 'foot' piece.,https://www.essentialpetproducts.com/Step-Over-Pet-Gate-Extension--Natural_p_5479.html,http://www.essentialpetproducts.com/assets/images/sgx-step-over-gate-extension.jpg,,,,1,5.00,29.00,22.00,2.00,Pet Gates/Gate Extensions,,635035000284,30265,2,,,
SGX-O,Step Over Pet Gate Extension - Oak,49.95,31.30,,Cardinal,Cardinal,This extension adds 22 1/4 inches of width to the Step Over Pet Gate. You can keep adding one extension after another to create a very long gate in order to block off large spaces. Each extension comes with one 'foot' piece.,https://www.essentialpetproducts.com/Step-Over-Pet-Gate-Extension--Oak_p_5476.html,http://www.essentialpetproducts.com/assets/images/sgx-step-over-gate-extension.jpg,,,,1,5.00,29.00,22.00,2.00,Pet Gates/Gate Extensions,,635035000376,30265,2,,,
